x,y
661486.109300994,1509576.819177032
661486.126809583,1509578.076775352
661486.129916206,1509579.330597432
661486.122272388,1509580.573290419
661486.096711172,1509581.797434919
661486.074801475,1509583.014226568
661486.049308297,1509584.227308520
661486.023792432,1509585.444077990
661486.001791994,1509586.675619707
661485.976071983,1509587.925576824
661485.957541601,1509589.179265822
661485.946155484,1509590.444061734
661485.938375520,1509591.708879828
661485.934224390,1509592.970032588
661485.937285571,1509594.231229713
661485.940301379,1509595.499801873
661485.939711021,1509596.768351851
661485.942726815,1509598.036924012
661485.942249856,1509599.287036411
661485.941614120,1509600.562961425
661485.934355795,1509601.742966652
