x,y,speed,heading,fix_quality
831678.439794454,1644136.312726174,0.888192,265.67,5
831677.524957668,1644136.244719938,0.8337080000000001,265.99,5
831676.735282198,1644136.215362252,0.869688,274.02,5
831675.819681328,1644136.202727598,0.82754,271.51,5
831674.957939338,1644136.190836191,0.827026,270.83,5
831674.095433273,1644136.234316331,0.791046,273.21,5
831673.233436599,1644136.240882157,0.83782,270.74,5
831672.336043409,1644136.210038201,0.8516980000000001,272.4,5
831671.510207359,1644136.198642388,0.790018,270.63,5
831670.648210707,1644136.205208307,0.8326800000000001,270.11,5
831669.840072936,1644136.212517457,0.826512,268.76,5
831668.978585679,1644136.182169094,0.790532,273.47,5
831668.045286599,1644136.150829833,0.844502,270.46,5
831667.147638749,1644136.138443243,0.818288,271.91,5
831666.375406913,1644136.146247972,0.8295960000000001,270.75,5
831665.549061526,1644136.171766706,0.817774,271.69,5
831664.669366652,1644136.159627938,0.88408,271.9,5
831663.790181156,1644136.110574862,0.801326,269.7,5
831662.928439248,1644136.098683888,0.8470719999999999,268.53,5
831661.977441936,1644136.048639966,0.886136,266.92,5
831661.098001765,1644136.018044160,0.79927,267.61,5
831660.235750505,1644136.043067622,0.769972,269.2,5
831659.372735207,1644136.123462625,0.793102,277.68,5
831658.527672873,1644136.204105382,0.84039,276.27,5
831656.982445290,1644136.275086925,0.866604,274.17,5
831656.101222397,1644136.373691487,0.813662,276.7,5
831655.273603706,1644136.491496416,0.85324,279.05,5
831653.545535825,1644136.799944145,0.7694580000000001,285.09,5
831652.699964221,1644136.917501436,0.726282,281.26,5
831651.943902725,1644137.054754524,0.655864,278.21,5
831651.133727706,1644137.209721645,0.815204,279.76,5
831650.233278580,1644137.400364532,0.774084,280.86,5
831649.458500148,1644137.592741479,0.6974980000000001,280.02,5
831648.755533546,1644137.786109321,0.753524,284.28,5
831647.728904462,1644138.011932605,0.814176,286.56,5
831646.989267969,1644138.260176563,0.690302,289.38,5
831646.124470175,1644138.469772191,0.83011,287.05,5
831645.295832983,1644138.661406111,0.8090360000000001,283.37,5
831644.466431791,1644138.908411559,0.790532,291.27,5
831643.691144149,1644139.137703009,0.79927,287.96,5
831642.862507011,1644139.329337005,0.820858,284.09,5
831642.032596545,1644139.613256862,0.8337080000000001,290.37,5
831641.202176761,1644139.934091080,0.8804820000000001,291.94,5
831640.371757007,1644140.254925321,0.88151,290.77,5
831639.523893666,1644140.538597543,0.879968,290.4,5
831638.711681581,1644140.841222377,0.85324,293.79,5
831637.898960188,1644141.180761570,0.853754,293.4,5
831637.050332925,1644141.519805366,0.915948,291.67,5
831636.201196357,1644141.895763520,0.8917900000000001,296.7,5
831635.352059821,1644142.271721699,0.8959020000000001,293.87,5
831634.521130930,1644142.629470445,0.901042,293.84,5
831633.672249124,1644142.986971507,0.901556,290.84,5
831632.841574953,1644143.326263134,0.901556,293.35,5
831631.974994923,1644143.665059374,0.903612,294.06,5
831631.108160258,1644144.022312806,0.9303400000000001,292.94,5
831630.241325624,1644144.379566263,0.9020699999999999,293.27,5
831629.392698629,1644144.718610286,0.890248,293.36,5
831628.544326321,1644145.039197169,0.908238,291.63,5
831627.677746437,1644145.377993539,0.9061819999999999,293.9,5
831626.847072474,1644145.717285342,0.905668,293.56,5
831626.015889220,1644146.093491499,0.90721,295.32,5
831625.184960652,1644146.451240514,0.90464,294.5,5
831624.354286776,1644146.790532388,0.876884,295.34,5
