x,y,speed,heading,fix_quality
661517.046079326,1509808.609072176,0.645584,18.58,4
661517.258589783,1509809.237281464,0.726796,16.87,4
661517.488790527,1509809.920914460,0.674882,21.4,4
661517.737248799,1509810.567783233,0.6974980000000001,21.79,4
661518.039685536,1509811.233422435,0.7756259999999999,23.4,4
661518.323864716,1509811.935825869,0.726282,20.37,4
661518.608043876,1509812.638229308,0.773056,22.29,4
661518.910367114,1509813.322306113,0.74787,24.14,4
661519.212690335,1509814.006382923,0.7252540000000001,23.73,4
661519.515126987,1509814.672022152,0.72731,26.21,4
661519.871882451,1509815.301119056,0.7252540000000001,27.9,4
661520.192463161,1509815.948431658,0.74273,28.71,4
661520.548878232,1509816.632841336,0.75044,27.38,4
661520.905406734,1509817.298813434,0.7488980000000001,30.36,4
661521.280079309,1509817.946458901,0.73245,30.76,4
661521.654638413,1509818.612541963,0.747356,31.2,4
661522.029310948,1509819.260187445,0.766888,30.52,4
661522.403870010,1509819.926270522,0.737076,30.26,4
661522.778429047,1509820.592353608,0.764318,31.84,4
661523.171132160,1509821.240110063,0.74273,30.32,4
661523.545804616,1509821.887755577,0.796186,29.38,4
661523.938394232,1509822.553949635,0.763804,30.53,4
661524.330756918,1509823.257018877,0.794644,27.77,4
661524.723233035,1509823.941650540,0.759692,35.41,4
661525.116162956,1509824.552531863,0.799784,26.06,4
661525.526556207,1509825.255712082,0.825998,34.82,4
661525.936949435,1509825.958892310,0.8131480000000001,30.5,4
661526.365486730,1509826.643745913,0.820858,36.34,4
661526.758189654,1509827.291502444,0.612688,29.26,4
661527.115285121,1509827.865286726,0.698526,32.33,4
661527.472267115,1509828.457508602,0.661004,31.0,4
661527.811785752,1509828.957431594,0.580306,40.41,4
661528.168654250,1509829.568091071,0.723712,30.72,4
661528.579614631,1509830.179083419,0.725768,33.52,4
661528.990574988,1509830.790075776,0.7499260000000001,35.15,4
661529.401308406,1509831.437943318,0.759692,33.56,4
661529.794124632,1509832.067262324,0.753524,31.47,4
661530.223002097,1509832.696803250,0.752496,33.38,4
661530.597787655,1509833.326011317,0.718058,32.02,4
661531.008634448,1509833.955441305,0.7843640000000001,35.08,4
661531.437171470,1509834.640295023,0.8049240000000001,29.08,4
661531.865595002,1509835.343586338,0.817774,31.8,4
661532.294131971,1509836.028440075,0.8121200000000001,32.72,4
661532.740472622,1509836.750279955,0.8434740000000001,31.97,4
661533.187040169,1509837.435244670,0.833194,34.4,4
661533.615236679,1509838.175411201,0.867632,31.74,4
661534.079607875,1509838.897362072,0.861464,33.78,4
661534.507804332,1509839.637528623,0.860436,31.78,4
661534.972062010,1509840.377917105,0.867632,30.98,4
661535.418402505,1509841.099757049,0.858894,31.07,4
661535.864629504,1509841.840034591,0.841932,32.8,4
661536.310969945,1509842.561874556,0.85324,31.73,4
661536.775227516,1509843.302263081,0.863006,30.96,4
661537.203423816,1509844.042429695,0.841418,29.77,4
661537.631620088,1509844.782596318,0.8763700000000001,32.39,4
661538.041785712,1509845.522651988,0.844502,31.32,4
661538.487899089,1509846.281367181,0.8475860000000001,31.72,4
661538.915981815,1509847.039971423,0.86352,30.74,4
661539.362322070,1509847.761811461,0.8753420000000001,30.51,4
661539.826352516,1509848.539075238,0.912864,32.3,4
661540.290155996,1509849.353214205,0.932396,34.71,4
661540.790247619,1509850.130699935,0.933424,30.74,4
661541.308142888,1509850.945171822,0.9580960000000001,33.74,4
661541.844295680,1509851.722879510,0.945246,31.99,4
661542.326356592,1509852.500254315,0.874828,34.02,4
661542.754892975,1509853.185108289,0.767916,32.34,4
661543.183883220,1509853.796211917,0.7684300000000001,34.54,4
661543.594729357,1509854.425642176,0.759178,33.25,4
661543.969854659,1509854.999537743,0.79156,36.19,4
661544.398958319,1509855.592203809,0.742216,33.58,4
661544.810144813,1509856.166321327,0.60395,34.03,4
661545.203073730,1509856.777203064,0.8049240000000001,34.14,4
661545.685815277,1509857.443952418,0.812634,36.14,4
661546.150299234,1509858.147465995,0.8239420000000001,36.64,4
661546.614896645,1509858.832541992,0.812634,34.79,4
661547.097524640,1509859.517728971,0.842446,35.12,4
661547.562121995,1509860.202804991,0.8316520000000001,33.73,4
661548.044749939,1509860.887991994,0.8280540000000001,35.12,4
661548.527377857,1509861.573179008,0.8203440000000001,34.31,4
661548.991861658,1509862.276692652,0.841418,35.11,4
661549.438314828,1509862.980095336,0.8429599999999999,35.47,4
661549.902912053,1509863.665171412,0.854782,36.53,4
661550.385426390,1509864.368796061,0.8280540000000001,34.43,4
661550.831992959,1509865.053761188,0.8049240000000001,33.86,4
661551.260642371,1509865.720177762,0.790018,33.0,4
661551.689405238,1509866.368156756,0.7884760000000001,35.38,4
661552.118054606,1509867.034573349,0.785906,31.1,4
661552.528673343,1509867.700878978,0.810578,32.77,4
661552.975239790,1509868.385844155,0.8295960000000001,33.39,4
661553.421919697,1509869.052371752,0.836278,34.54,4
661553.904433830,1509869.755996489,0.83011,36.11,4
661554.387288373,1509870.404308469,0.8516980000000001,33.86,4
661554.833741245,1509871.107711277,0.8254840000000001,37.33,4
661555.334285903,1509871.811447026,0.83782,38.98,4
661555.852974618,1509872.496856174,0.854268,37.98,4
661556.389580427,1509873.200813902,0.840904,39.19,4
661556.926526653,1509873.849458874,0.8738,41.76,4
661557.481389972,1509874.516652429,0.86609,41.2,4
661558.054510833,1509875.147081796,0.83782,44.67,4
661558.645662266,1509875.777622157,0.848614,43.49,4
661559.200638985,1509876.426378168,0.877398,41.72,4
661559.791790361,1509877.056918562,0.85324,43.95,4
661560.365024596,1509877.668910402,0.865576,45.04,4
661560.974320001,1509878.281124219,0.85324,43.09,4
661561.547781153,1509878.856240910,0.790018,44.79,4
661562.102984704,1509879.468121817,0.790018,45.33,4
661562.658528690,1509880.024689966,0.79413,45.71,4
661563.213959169,1509880.599695720,0.7684300000000001,45.97,4
661563.751472508,1509881.156152915,0.797214,45.14,4
661564.306902936,1509881.731158698,0.762776,44.38,4
661564.826499118,1509882.269067347,0.773056,44.07,4
661565.382156480,1509882.807197976,0.758664,45.21,4
